ssh://kangpeipei@10.23.10.163:22/home/kangpeipei/anaconda3/envs/sem-pcyc/bin/python3.7 -u /home/kangpeipei/hx/cWGAN_demo/train.py
Parameters:	Namespace(batch_size=64, channels=3, dataset='TU-Berlin', dim_out=25600, epoch_size=100, epochs=10, filter_sketch=False, gamma=0.1, gzs_sbir=False, im_sz=160, lambda_disc_im=1.0, lambda_disc_sk=1.0, lambda_gen=1.0, log_interval=1, lr=0.0001, milestones=[], momentum=0.9, ngpu=1, num_workers=4, photo_sketch='./pretrained/photosketch.pth', semantic_models=['word2vec-google-news'], sk_sz=160, test=False)
Checkpoint path: ./CheckPoints/TU-Berlin/word2vec-google-news/25600
Logger path: ./LogFiles/TU-Berlin/word2vec-google-news/25600
Result path: ./Results/TU-Berlin/word2vec-google-news/25600
Loading data...../sem-pcyc-master/datasets/TU-Berlin/images/ ../sem-pcyc-master/datasets/TU-Berlin/sketches/































Done
DataLoader Done!
Initializing model variables...Done
Initializing trainable models...gen done
gen done
disc done
disc done
Defining optimizers...Done
Defining losses...Done
Initializing variables...Done
Setting logger...Done
Checking cuda...*Cuda exists*...Done
***Train***
[Train] Epoch: [1][1/100]	Time 5.306 (5.306)	Gen. Loss 0.0916 (0.0916)	Disc. Loss -0.0166 (-0.0166)	
[Train] Epoch: [2][78/100]	Time 0.442 (0.459)	Gen. Loss 0.1139 (0.1143)	Disc. Loss -0.0192 (-0.0021)	
[Train] Epoch: [2][79/100]	Time 0.442 (0.459)	Gen. Loss 0.1294 (0.1145)	Disc. Loss 0.0026 (-0.0020)	
[Train] Epoch: [2][80/100]	Time 0.442 (0.458)	Gen. Loss 0.1042 (0.1143)	Disc. Loss 0.0065 (-0.0019)	
[Train] Epoch: [2][81/100]	Time 0.442 (0.458)	Gen. Loss 0.1090 (0.1143)	Disc. Loss 0.0023 (-0.0018)	
[Train] Epoch: [2][82/100]	Time 0.443 (0.458)	Gen. Loss 0.1174 (0.1143)	Disc. Loss -0.0016 (-0.0018)	
[Train] Epoch: [2][83/100]	Time 0.442 (0.458)	Gen. Loss 0.1187 (0.1144)	Disc. Loss -0.0018 (-0.0018)	
[Train] Epoch: [2][84/100]	Time 0.442 (0.458)	Gen. Loss 0.1260 (0.1145)	Disc. Loss 0.0278 (-0.0015)	
[Train] Epoch: [2][85/100]	Time 0.443 (0.457)	Gen. Loss 0.1142 (0.1145)	Disc. Loss 0.0005 (-0.0015)	
[Train] Epoch: [2][86/100]	Time 0.442 (0.457)	Gen. Loss 0.1162 (0.1145)	Disc. Loss -0.0065 (-0.0015)	
[Train] Epoch: [2][87/100]	Time 0.443 (0.457)	Gen. Loss 0.1249 (0.1146)	Disc. Loss 0.0082 (-0.0014)	
[Train] Epoch: [2][88/100]	Time 0.441 (0.457)	Gen. Loss 0.1231 (0.1147)	Disc. Loss 0.0123 (-0.0013)	
[Train] Epoch: [2][89/100]	Time 0.443 (0.457)	Gen. Loss 0.1178 (0.1148)	Disc. Loss -0.0256 (-0.0015)	
[Train] Epoch: [2][90/100]	Time 0.443 (0.457)	Gen. Loss 0.1258 (0.1149)	Disc. Loss -0.0232 (-0.0018)	
[Train] Epoch: [2][91/100]	Time 0.443 (0.456)	Gen. Loss 0.1246 (0.1150)	Disc. Loss -0.0222 (-0.0020)	
[Train] Epoch: [2][92/100]	Time 0.442 (0.456)	Gen. Loss 0.1110 (0.1149)	Disc. Loss 0.0183 (-0.0018)	
[Train] Epoch: [2][93/100]	Time 0.442 (0.456)	Gen. Loss 0.1307 (0.1151)	Disc. Loss 0.0111 (-0.0016)	
[Train] Epoch: [2][94/100]	Time 0.440 (0.456)	Gen. Loss 0.1337 (0.1153)	Disc. Loss -0.0258 (-0.0019)	
[Train] Epoch: [2][95/100]	Time 0.440 (0.456)	Gen. Loss 0.1208 (0.1154)	Disc. Loss 0.0082 (-0.0018)	
[Train] Epoch: [2][96/100]	Time 0.439 (0.456)	Gen. Loss 0.1163 (0.1154)	Disc. Loss 0.0111 (-0.0017)	
[Train] Epoch: [2][97/100]	Time 0.441 (0.456)	Gen. Loss 0.1252 (0.1155)	Disc. Loss -0.0312 (-0.0020)	
[Train] Epoch: [2][98/100]	Time 0.442 (0.455)	Gen. Loss 0.1146 (0.1155)	Disc. Loss 0.0045 (-0.0019)	
[Train] Epoch: [2][99/100]	Time 0.441 (0.455)	Gen. Loss 0.1185 (0.1155)	Disc. Loss -0.0226 (-0.0021)	
[Train] Epoch: [2][100/100]	Time 0.441 (0.455)	Gen. Loss 0.1274 (0.1156)	Disc. Loss -0.0093 (-0.0022)	
[Train] Epoch: [3][1/100]	Time 1.777 (1.777)	Gen. Loss 0.1183 (0.1183)	Disc. Loss -0.0206 (-0.0206)	
[Train] Epoch: [3][2/100]	Time 0.441 (1.109)	Gen. Loss 0.1025 (0.1104)	Disc. Loss 0.0012 (-0.0097)	
[Train] Epoch: [3][3/100]	Time 0.443 (0.887)	Gen. Loss 0.1163 (0.1124)	Disc. Loss -0.0069 (-0.0088)	
[Train] Epoch: [3][4/100]	Time 0.442 (0.776)	Gen. Loss 0.1309 (0.1170)	Disc. Loss -0.0191 (-0.0114)	
[Train] Epoch: [3][5/100]	Time 0.440 (0.709)	Gen. Loss 0.1185 (0.1173)	Disc. Loss 0.0118 (-0.0067)	
[Train] Epoch: [3][6/100]	Time 0.442 (0.664)	Gen. Loss 0.1192 (0.1176)	Disc. Loss -0.0070 (-0.0068)	
[Train] Epoch: [3][7/100]	Time 0.443 (0.633)	Gen. Loss 0.1233 (0.1184)	Disc. Loss -0.0086 (-0.0070)	
[Train] Epoch: [3][8/100]	Time 0.442 (0.609)	Gen. Loss 0.1141 (0.1179)	Disc. Loss 0.0013 (-0.0060)	
[Train] Epoch: [3][9/100]	Time 0.442 (0.590)	Gen. Loss 0.1302 (0.1193)	Disc. Loss -0.0054 (-0.0059)	
[Train] Epoch: [3][10/100]	Time 0.442 (0.575)	Gen. Loss 0.1111 (0.1184)	Disc. Loss -0.0021 (-0.0056)	
[Train] Epoch: [3][11/100]	Time 0.442 (0.563)	Gen. Loss 0.1301 (0.1195)	Disc. Loss 0.0095 (-0.0042)	
[Train] Epoch: [3][12/100]	Time 0.441 (0.553)	Gen. Loss 0.1222 (0.1197)	Disc. Loss -0.0007 (-0.0039)	
[Train] Epoch: [3][13/100]	Time 0.443 (0.545)	Gen. Loss 0.1239 (0.1200)	Disc. Loss -0.0233 (-0.0054)	
[Train] Epoch: [3][14/100]	Time 0.442 (0.537)	Gen. Loss 0.1272 (0.1206)	Disc. Loss 0.0117 (-0.0042)	
[Train] Epoch: [3][15/100]	Time 0.443 (0.531)	Gen. Loss 0.1254 (0.1209)	Disc. Loss -0.0135 (-0.0048)	
[Train] Epoch: [3][16/100]	Time 0.443 (0.525)	Gen. Loss 0.1200 (0.1208)	Disc. Loss 0.0280 (-0.0027)	
[Train] Epoch: [3][17/100]	Time 0.442 (0.521)	Gen. Loss 0.1163 (0.1206)	Disc. Loss -0.0119 (-0.0033)	
[Train] Epoch: [3][18/100]	Time 0.442 (0.516)	Gen. Loss 0.1323 (0.1212)	Disc. Loss -0.0075 (-0.0035)	
[Train] Epoch: [3][19/100]	Time 0.441 (0.512)	Gen. Loss 0.1220 (0.1213)	Disc. Loss 0.0004 (-0.0033)	
[Train] Epoch: [3][20/100]	Time 0.443 (0.509)	Gen. Loss 0.1382 (0.1221)	Disc. Loss -0.0384 (-0.0051)	
[Train] Epoch: [3][21/100]	Time 0.443 (0.506)	Gen. Loss 0.1344 (0.1227)	Disc. Loss -0.0316 (-0.0063)	
[Train] Epoch: [3][22/100]	Time 0.442 (0.503)	Gen. Loss 0.1322 (0.1231)	Disc. Loss 0.0021 (-0.0059)	
[Train] Epoch: [3][23/100]	Time 0.442 (0.500)	Gen. Loss 0.1246 (0.1232)	Disc. Loss -0.0209 (-0.0066)	
[Train] Epoch: [3][24/100]	Time 0.442 (0.498)	Gen. Loss 0.1274 (0.1234)	Disc. Loss -0.0154 (-0.0070)	
[Train] Epoch: [3][25/100]	Time 0.443 (0.495)	Gen. Loss 0.1241 (0.1234)	Disc. Loss 0.0058 (-0.0065)	
[Train] Epoch: [3][26/100]	Time 0.443 (0.493)	Gen. Loss 0.1399 (0.1240)	Disc. Loss 0.0102 (-0.0058)	
[Train] Epoch: [3][27/100]	Time 0.443 (0.492)	Gen. Loss 0.1129 (0.1236)	Disc. Loss -0.0170 (-0.0062)	
[Train] Epoch: [3][28/100]	Time 0.441 (0.490)	Gen. Loss 0.1435 (0.1243)	Disc. Loss -0.0242 (-0.0069)	
[Train] Epoch: [3][29/100]	Time 0.443 (0.488)	Gen. Loss 0.1258 (0.1244)	Disc. Loss 0.0059 (-0.0064)	
[Train] Epoch: [3][30/100]	Time 0.443 (0.487)	Gen. Loss 0.1121 (0.1240)	Disc. Loss -0.0430 (-0.0076)	
[Train] Epoch: [3][31/100]	Time 0.443 (0.485)	Gen. Loss 0.1307 (0.1242)	Disc. Loss -0.0060 (-0.0076)	
[Train] Epoch: [3][32/100]	Time 0.443 (0.484)	Gen. Loss 0.1276 (0.1243)	Disc. Loss 0.0149 (-0.0069)	
[Train] Epoch: [3][33/100]	Time 0.442 (0.483)	Gen. Loss 0.1092 (0.1238)	Disc. Loss -0.0267 (-0.0075)	
[Train] Epoch: [3][34/100]	Time 0.442 (0.481)	Gen. Loss 0.1373 (0.1242)	Disc. Loss -0.0381 (-0.0084)	
[Train] Epoch: [3][35/100]	Time 0.443 (0.480)	Gen. Loss 0.1228 (0.1242)	Disc. Loss -0.0150 (-0.0086)	
[Train] Epoch: [3][36/100]	Time 0.443 (0.479)	Gen. Loss 0.1078 (0.1237)	Disc. Loss 0.0027 (-0.0083)	
[Train] Epoch: [3][37/100]	Time 0.443 (0.478)	Gen. Loss 0.1269 (0.1238)	Disc. Loss 0.0016 (-0.0080)	
[Train] Epoch: [3][38/100]	Time 0.442 (0.477)	Gen. Loss 0.1218 (0.1238)	Disc. Loss 0.0091 (-0.0075)	
[Train] Epoch: [3][39/100]	Time 0.442 (0.476)	Gen. Loss 0.1327 (0.1240)	Disc. Loss 0.0227 (-0.0068)	
[Train] Epoch: [3][40/100]	Time 0.442 (0.476)	Gen. Loss 0.1436 (0.1245)	Disc. Loss -0.0448 (-0.0077)	
[Train] Epoch: [3][41/100]	Time 0.443 (0.475)	Gen. Loss 0.1211 (0.1244)	Disc. Loss -0.0059 (-0.0077)	
[Train] Epoch: [3][42/100]	Time 0.442 (0.474)	Gen. Loss 0.1062 (0.1240)	Disc. Loss 0.0430 (-0.0065)	
[Train] Epoch: [3][43/100]	Time 0.443 (0.473)	Gen. Loss 0.1317 (0.1241)	Disc. Loss -0.0172 (-0.0067)	
[Train] Epoch: [3][44/100]	Time 0.442 (0.473)	Gen. Loss 0.1226 (0.1241)	Disc. Loss 0.0034 (-0.0065)	
[Train] Epoch: [3][45/100]	Time 0.442 (0.472)	Gen. Loss 0.1288 (0.1242)	Disc. Loss -0.0062 (-0.0065)	
[Train] Epoch: [3][46/100]	Time 0.443 (0.471)	Gen. Loss 0.1424 (0.1246)	Disc. Loss -0.0027 (-0.0064)	
[Train] Epoch: [3][47/100]	Time 0.443 (0.471)	Gen. Loss 0.1299 (0.1247)	Disc. Loss 0.0030 (-0.0062)	
[Train] Epoch: [3][48/100]	Time 0.442 (0.470)	Gen. Loss 0.1322 (0.1249)	Disc. Loss -0.0053 (-0.0062)	
[Train] Epoch: [3][49/100]	Time 0.443 (0.470)	Gen. Loss 0.1266 (0.1249)	Disc. Loss 0.0414 (-0.0052)	
[Train] Epoch: [3][50/100]	Time 0.442 (0.469)	Gen. Loss 0.1256 (0.1249)	Disc. Loss -0.0037 (-0.0052)	
[Train] Epoch: [3][51/100]	Time 0.443 (0.468)	Gen. Loss 0.1226 (0.1249)	Disc. Loss 0.0164 (-0.0048)	
[Train] Epoch: [3][52/100]	Time 0.442 (0.468)	Gen. Loss 0.1224 (0.1248)	Disc. Loss -0.0070 (-0.0048)	
[Train] Epoch: [3][53/100]	Time 0.442 (0.467)	Gen. Loss 0.1152 (0.1247)	Disc. Loss -0.0020 (-0.0047)	
[Train] Epoch: [3][54/100]	Time 0.441 (0.467)	Gen. Loss 0.1115 (0.1244)	Disc. Loss -0.0075 (-0.0048)	
[Train] Epoch: [3][55/100]	Time 0.444 (0.467)	Gen. Loss 0.1326 (0.1246)	Disc. Loss -0.0038 (-0.0048)	
[Train] Epoch: [3][56/100]	Time 0.444 (0.466)	Gen. Loss 0.1328 (0.1247)	Disc. Loss 0.0155 (-0.0044)	
[Train] Epoch: [3][57/100]	Time 0.442 (0.466)	Gen. Loss 0.1240 (0.1247)	Disc. Loss -0.0105 (-0.0045)	
[Train] Epoch: [3][58/100]	Time 0.443 (0.465)	Gen. Loss 0.1323 (0.1248)	Disc. Loss -0.0230 (-0.0048)	
[Train] Epoch: [3][59/100]	Time 0.442 (0.465)	Gen. Loss 0.1295 (0.1249)	Disc. Loss 0.0246 (-0.0043)	
[Train] Epoch: [3][60/100]	Time 0.442 (0.465)	Gen. Loss 0.1272 (0.1249)	Disc. Loss 0.0007 (-0.0043)	
[Train] Epoch: [3][61/100]	Time 0.443 (0.464)	Gen. Loss 0.1150 (0.1248)	Disc. Loss 0.0357 (-0.0036)	
[Train] Epoch: [3][62/100]	Time 0.441 (0.464)	Gen. Loss 0.1402 (0.1250)	Disc. Loss 0.0034 (-0.0035)	
[Train] Epoch: [3][63/100]	Time 0.442 (0.464)	Gen. Loss 0.1278 (0.1251)	Disc. Loss 0.0146 (-0.0032)	
[Train] Epoch: [3][64/100]	Time 0.442 (0.463)	Gen. Loss 0.1334 (0.1252)	Disc. Loss 0.0212 (-0.0028)	
[Train] Epoch: [3][65/100]	Time 0.442 (0.463)	Gen. Loss 0.1303 (0.1253)	Disc. Loss 0.0170 (-0.0025)	
[Train] Epoch: [3][66/100]	Time 0.443 (0.463)	Gen. Loss 0.1224 (0.1252)	Disc. Loss -0.0343 (-0.0030)	
[Train] Epoch: [3][67/100]	Time 0.443 (0.462)	Gen. Loss 0.1381 (0.1254)	Disc. Loss 0.0040 (-0.0029)	
[Train] Epoch: [3][68/100]	Time 0.442 (0.462)	Gen. Loss 0.1199 (0.1253)	Disc. Loss -0.0149 (-0.0031)	
[Train] Epoch: [3][69/100]	Time 0.443 (0.462)	Gen. Loss 0.1318 (0.1254)	Disc. Loss -0.0320 (-0.0035)	
[Train] Epoch: [3][70/100]	Time 0.443 (0.461)	Gen. Loss 0.1256 (0.1254)	Disc. Loss 0.0085 (-0.0033)	
[Train] Epoch: [3][71/100]	Time 0.442 (0.461)	Gen. Loss 0.1473 (0.1258)	Disc. Loss -0.0196 (-0.0035)	
[Train] Epoch: [3][72/100]	Time 0.443 (0.461)	Gen. Loss 0.1173 (0.1256)	Disc. Loss 0.0019 (-0.0035)	
[Train] Epoch: [3][73/100]	Time 0.442 (0.461)	Gen. Loss 0.1415 (0.1259)	Disc. Loss 0.0127 (-0.0033)	
[Train] Epoch: [3][74/100]	Time 0.442 (0.460)	Gen. Loss 0.1366 (0.1260)	Disc. Loss 0.0316 (-0.0028)	
[Train] Epoch: [3][75/100]	Time 0.443 (0.460)	Gen. Loss 0.1287 (0.1260)	Disc. Loss -0.0230 (-0.0030)	
[Train] Epoch: [3][76/100]	Time 0.443 (0.460)	Gen. Loss 0.1238 (0.1260)	Disc. Loss 0.0052 (-0.0029)	
[Train] Epoch: [3][77/100]	Time 0.441 (0.460)	Gen. Loss 0.1222 (0.1260)	Disc. Loss 0.0083 (-0.0028)	
[Train] Epoch: [3][78/100]	Time 0.442 (0.459)	Gen. Loss 0.1125 (0.1258)	Disc. Loss 0.0186 (-0.0025)	
[Train] Epoch: [3][79/100]	Time 0.441 (0.459)	Gen. Loss 0.1336 (0.1259)	Disc. Loss -0.0225 (-0.0028)	
[Train] Epoch: [3][80/100]	Time 0.442 (0.459)	Gen. Loss 0.1041 (0.1256)	Disc. Loss -0.0261 (-0.0031)	
[Train] Epoch: [3][81/100]	Time 0.442 (0.459)	Gen. Loss 0.1132 (0.1255)	Disc. Loss 0.0201 (-0.0028)	
[Train] Epoch: [3][82/100]	Time 0.443 (0.459)	Gen. Loss 0.1356 (0.1256)	Disc. Loss 0.0341 (-0.0023)	
[Train] Epoch: [3][83/100]	Time 0.444 (0.458)	Gen. Loss 0.1278 (0.1256)	Disc. Loss 0.0241 (-0.0020)	
[Train] Epoch: [3][84/100]	Time 0.442 (0.458)	Gen. Loss 0.1174 (0.1255)	Disc. Loss 0.0167 (-0.0018)	
[Train] Epoch: [3][85/100]	Time 0.442 (0.458)	Gen. Loss 0.1194 (0.1254)	Disc. Loss -0.0092 (-0.0019)	
[Train] Epoch: [3][86/100]	Time 0.443 (0.458)	Gen. Loss 0.1249 (0.1254)	Disc. Loss 0.0066 (-0.0018)	
[Train] Epoch: [3][87/100]	Time 0.443 (0.458)	Gen. Loss 0.1202 (0.1254)	Disc. Loss -0.0115 (-0.0019)	
[Train] Epoch: [3][88/100]	Time 0.442 (0.458)	Gen. Loss 0.1359 (0.1255)	Disc. Loss 0.0033 (-0.0018)	
[Train] Epoch: [3][89/100]	Time 0.442 (0.457)	Gen. Loss 0.1472 (0.1257)	Disc. Loss -0.0120 (-0.0019)	
[Train] Epoch: [3][90/100]	Time 0.442 (0.457)	Gen. Loss 0.1129 (0.1256)	Disc. Loss 0.0109 (-0.0018)	
[Train] Epoch: [3][91/100]	Time 0.442 (0.457)	Gen. Loss 0.1343 (0.1257)	Disc. Loss 0.0399 (-0.0013)	
[Train] Epoch: [3][92/100]	Time 0.442 (0.457)	Gen. Loss 0.1288 (0.1257)	Disc. Loss 0.0035 (-0.0013)	
[Train] Epoch: [3][93/100]	Time 0.443 (0.457)	Gen. Loss 0.1187 (0.1256)	Disc. Loss -0.0198 (-0.0015)	
[Train] Epoch: [3][94/100]	Time 0.441 (0.457)	Gen. Loss 0.1450 (0.1258)	Disc. Loss -0.0233 (-0.0017)	
[Train] Epoch: [3][95/100]	Time 0.441 (0.456)	Gen. Loss 0.1427 (0.1260)	Disc. Loss -0.0334 (-0.0021)	
[Train] Epoch: [3][96/100]	Time 0.441 (0.456)	Gen. Loss 0.1401 (0.1262)	Disc. Loss -0.0086 (-0.0021)	
[Train] Epoch: [3][97/100]	Time 0.441 (0.456)	Gen. Loss 0.1313 (0.1262)	Disc. Loss -0.0086 (-0.0022)	
[Train] Epoch: [3][98/100]	Time 0.440 (0.456)	Gen. Loss 0.1202 (0.1262)	Disc. Loss 0.0388 (-0.0018)	
[Train] Epoch: [3][99/100]	Time 0.441 (0.456)	Gen. Loss 0.1420 (0.1263)	Disc. Loss 0.0038 (-0.0017)	
[Train] Epoch: [3][100/100]	Time 0.440 (0.456)	Gen. Loss 0.1341 (0.1264)	Disc. Loss -0.0218 (-0.0019)	
[Train] Epoch: [4][1/100]	Time 1.689 (1.689)	Gen. Loss 0.1317 (0.1317)	Disc. Loss 0.0227 (0.0227)	
[Train] Epoch: [4][2/100]	Time 0.441 (1.065)	Gen. Loss 0.1449 (0.1383)	Disc. Loss 0.0382 (0.0304)	
[Train] Epoch: [4][3/100]	Time 0.448 (0.859)	Gen. Loss 0.1278 (0.1348)	Disc. Loss 0.0338 (0.0315)	
[Train] Epoch: [4][4/100]	Time 0.443 (0.755)	Gen. Loss 0.1617 (0.1415)	Disc. Loss 0.0295 (0.0310)	
[Train] Epoch: [4][5/100]	Time 0.441 (0.693)	Gen. Loss 0.1335 (0.1399)	Disc. Loss -0.0293 (0.0190)	
[Train] Epoch: [4][6/100]	Time 0.442 (0.651)	Gen. Loss 0.1100 (0.1349)	Disc. Loss -0.0530 (0.0070)	
[Train] Epoch: [4][7/100]	Time 0.442 (0.621)	Gen. Loss 0.1437 (0.1362)	Disc. Loss 0.0257 (0.0097)	
[Train] Epoch: [4][8/100]	Time 0.443 (0.599)	Gen. Loss 0.1553 (0.1386)	Disc. Loss 0.0128 (0.0100)	
[Train] Epoch: [4][9/100]	Time 0.443 (0.581)	Gen. Loss 0.1252 (0.1371)	Disc. Loss -0.0202 (0.0067)	
[Train] Epoch: [4][10/100]	Time 0.443 (0.568)	Gen. Loss 0.1208 (0.1355)	Disc. Loss -0.0447 (0.0016)	
[Train] Epoch: [4][11/100]	Time 0.442 (0.556)	Gen. Loss 0.1188 (0.1339)	Disc. Loss -0.0209 (-0.0005)	
[Train] Epoch: [4][12/100]	Time 0.443 (0.547)	Gen. Loss 0.1343 (0.1340)	Disc. Loss 0.0209 (0.0013)	
[Train] Epoch: [4][13/100]	Time 0.442 (0.539)	Gen. Loss 0.1280 (0.1335)	Disc. Loss 0.0520 (0.0052)	
[Train] Epoch: [4][14/100]	Time 0.442 (0.532)	Gen. Loss 0.1383 (0.1338)	Disc. Loss -0.0221 (0.0032)	
[Train] Epoch: [4][15/100]	Time 0.443 (0.526)	Gen. Loss 0.1351 (0.1339)	Disc. Loss 0.0252 (0.0047)	
[Train] Epoch: [4][16/100]	Time 0.443 (0.521)	Gen. Loss 0.1293 (0.1336)	Disc. Loss -0.0409 (0.0019)	
[Train] Epoch: [4][17/100]	Time 0.442 (0.516)	Gen. Loss 0.1260 (0.1332)	Disc. Loss 0.0238 (0.0031)	
[Train] Epoch: [4][18/100]	Time 0.442 (0.512)	Gen. Loss 0.1333 (0.1332)	Disc. Loss -0.0417 (0.0006)	
[Train] Epoch: [4][19/100]	Time 0.443 (0.508)	Gen. Loss 0.1234 (0.1327)	Disc. Loss -0.0151 (-0.0002)	
[Train] Epoch: [4][20/100]	Time 0.442 (0.505)	Gen. Loss 0.1270 (0.1324)	Disc. Loss 0.0021 (-0.0001)	
[Train] Epoch: [4][21/100]	Time 0.442 (0.502)	Gen. Loss 0.1572 (0.1336)	Disc. Loss 0.0187 (0.0008)	
[Train] Epoch: [4][22/100]	Time 0.443 (0.499)	Gen. Loss 0.1499 (0.1343)	Disc. Loss -0.0027 (0.0007)	
[Train] Epoch: [4][23/100]	Time 0.442 (0.497)	Gen. Loss 0.1420 (0.1347)	Disc. Loss -0.0006 (0.0006)	
[Train] Epoch: [4][24/100]	Time 0.443 (0.495)	Gen. Loss 0.1514 (0.1353)	Disc. Loss 0.0206 (0.0014)	
[Train] Epoch: [4][25/100]	Time 0.443 (0.493)	Gen. Loss 0.1406 (0.1356)	Disc. Loss 0.0021 (0.0015)	
[Train] Epoch: [4][26/100]	Time 0.443 (0.491)	Gen. Loss 0.1292 (0.1353)	Disc. Loss -0.0536 (-0.0006)	
[Train] Epoch: [4][27/100]	Time 0.443 (0.489)	Gen. Loss 0.1407 (0.1355)	Disc. Loss 0.0060 (-0.0004)	
[Train] Epoch: [4][28/100]	Time 0.443 (0.487)	Gen. Loss 0.1290 (0.1353)	Disc. Loss -0.0085 (-0.0007)	
[Train] Epoch: [4][29/100]	Time 0.443 (0.486)	Gen. Loss 0.1306 (0.1351)	Disc. Loss 0.0148 (-0.0002)	
[Train] Epoch: [4][30/100]	Time 0.443 (0.484)	Gen. Loss 0.1501 (0.1356)	Disc. Loss -0.0051 (-0.0003)	
[Train] Epoch: [4][31/100]	Time 0.443 (0.483)	Gen. Loss 0.1241 (0.1353)	Disc. Loss -0.0110 (-0.0007)	
[Train] Epoch: [4][32/100]	Time 0.442 (0.482)	Gen. Loss 0.1067 (0.1344)	Disc. Loss -0.0343 (-0.0017)	
[Train] Epoch: [4][33/100]	Time 0.443 (0.481)	Gen. Loss 0.1708 (0.1355)	Disc. Loss 0.0162 (-0.0012)	
[Train] Epoch: [4][34/100]	Time 0.443 (0.479)	Gen. Loss 0.1422 (0.1357)	Disc. Loss 0.0139 (-0.0007)	
[Train] Epoch: [4][35/100]	Time 0.443 (0.478)	Gen. Loss 0.1250 (0.1354)	Disc. Loss 0.0218 (-0.0001)	
[Train] Epoch: [4][36/100]	Time 0.443 (0.477)	Gen. Loss 0.1240 (0.1350)	Disc. Loss -0.0305 (-0.0009)	
[Train] Epoch: [4][37/100]	Time 0.443 (0.476)	Gen. Loss 0.1383 (0.1351)	Disc. Loss -0.0232 (-0.0015)	
[Train] Epoch: [4][38/100]	Time 0.442 (0.476)	Gen. Loss 0.1373 (0.1352)	Disc. Loss 0.0162 (-0.0011)	
[Train] Epoch: [4][39/100]	Time 0.442 (0.475)	Gen. Loss 0.1365 (0.1352)	Disc. Loss -0.0094 (-0.0013)	
[Train] Epoch: [4][40/100]	Time 0.444 (0.474)	Gen. Loss 0.1453 (0.1355)	Disc. Loss -0.0275 (-0.0019)	
[Train] Epoch: [4][41/100]	Time 0.443 (0.473)	Gen. Loss 0.1570 (0.1360)	Disc. Loss -0.0152 (-0.0023)	
[Train] Epoch: [4][42/100]	Time 0.442 (0.472)	Gen. Loss 0.1432 (0.1362)	Disc. Loss -0.0276 (-0.0029)	
[Train] Epoch: [4][43/100]	Time 0.443 (0.472)	Gen. Loss 0.1470 (0.1364)	Disc. Loss 0.0106 (-0.0026)	
[Train] Epoch: [4][44/100]	Time 0.442 (0.471)	Gen. Loss 0.1572 (0.1369)	Disc. Loss -0.0225 (-0.0030)	
[Train] Epoch: [4][45/100]	Time 0.443 (0.470)	Gen. Loss 0.1451 (0.1371)	Disc. Loss -0.0525 (-0.0041)	
[Train] Epoch: [4][46/100]	Time 0.442 (0.470)	Gen. Loss 0.1431 (0.1372)	Disc. Loss 0.0208 (-0.0036)	
[Train] Epoch: [4][47/100]	Time 0.444 (0.469)	Gen. Loss 0.1132 (0.1367)	Disc. Loss 0.0019 (-0.0034)	
[Train] Epoch: [4][48/100]	Time 0.442 (0.469)	Gen. Loss 0.1347 (0.1367)	Disc. Loss 0.0212 (-0.0029)	
[Train] Epoch: [4][49/100]	Time 0.443 (0.468)	Gen. Loss 0.1398 (0.1367)	Disc. Loss -0.0384 (-0.0037)	
[Train] Epoch: [4][50/100]	Time 0.443 (0.468)	Gen. Loss 0.1535 (0.1371)	Disc. Loss 0.0136 (-0.0033)	
[Train] Epoch: [4][51/100]	Time 0.442 (0.467)	Gen. Loss 0.1534 (0.1374)	Disc. Loss 0.0028 (-0.0032)	
[Train] Epoch: [4][52/100]	Time 0.443 (0.467)	Gen. Loss 0.1525 (0.1377)	Disc. Loss 0.0008 (-0.0031)	
[Train] Epoch: [4][53/100]	Time 0.443 (0.466)	Gen. Loss 0.1461 (0.1378)	Disc. Loss -0.0213 (-0.0035)	
[Train] Epoch: [4][54/100]	Time 0.443 (0.466)	Gen. Loss 0.1335 (0.1377)	Disc. Loss -0.0221 (-0.0038)	
[Train] Epoch: [4][55/100]	Time 0.443 (0.465)	Gen. Loss 0.1451 (0.1379)	Disc. Loss 0.0186 (-0.0034)	
[Train] Epoch: [4][56/100]	Time 0.443 (0.465)	Gen. Loss 0.1426 (0.1380)	Disc. Loss 0.0032 (-0.0033)	
[Train] Epoch: [4][57/100]	Time 0.443 (0.465)	Gen. Loss 0.1365 (0.1379)	Disc. Loss 0.0016 (-0.0032)	
[Train] Epoch: [4][58/100]	Time 0.443 (0.464)	Gen. Loss 0.1272 (0.1378)	Disc. Loss -0.0012 (-0.0032)	
[Train] Epoch: [4][59/100]	Time 0.443 (0.464)	Gen. Loss 0.1523 (0.1380)	Disc. Loss -0.0590 (-0.0041)	
[Train] Epoch: [4][60/100]	Time 0.443 (0.464)	Gen. Loss 0.1233 (0.1378)	Disc. Loss -0.0018 (-0.0041)	
[Train] Epoch: [4][61/100]	Time 0.443 (0.463)	Gen. Loss 0.1483 (0.1379)	Disc. Loss -0.0142 (-0.0042)	
[Train] Epoch: [4][62/100]	Time 0.443 (0.463)	Gen. Loss 0.1297 (0.1378)	Disc. Loss -0.0035 (-0.0042)	
